"test_ligand","auroc","aupr","aupr_corrected","pearson","activity_rank","window","baseline_model_time","response_model_time","n_background","n_targets"
"Dcn",0.642517006802719,0.212742687116981,0.0673938499076788,0.119016269221413,13,"t1p90_to_t1p95",1.9,1.95,344,50
"Fn1",0.633401360544217,0.211521996605904,0.0661731593966016,0.132977570251137,14,"t1p90_to_t1p95",1.9,1.95,344,50
"Cd300c2",0.645510204081631,0.210114124551262,0.0647652873419597,0.0370568034064204,15,"t1p90_to_t1p95",1.9,1.95,344,50
"Ccn2",0.62204081632653,0.208569646371694,0.0632208091623914,0.122188538336794,16,"t1p90_to_t1p95",1.9,1.95,344,50
"Sema3d",0.625986394557823,0.208129288206675,0.0627804509973724,0.106448221367526,17,"t1p90_to_t1p95",1.9,1.95,344,50
"Sema3e",0.633061224489795,0.207235857218926,0.0618870200096235,0.106088910267332,18,"t1p90_to_t1p95",1.9,1.95,344,50
"Cdh4",0.61421768707483,0.205846092247041,0.0604972550377386,0.12259178250753,19,"t1p90_to_t1p95",1.9,1.95,344,50
"Ntng1",0.625442176870748,0.204051428159867,0.0587025909505652,0.0997743678428214,20,"t1p90_to_t1p95",1.9,1.95,344,50
"Sema3a",0.622857142857142,0.190279389233153,0.0449305520238509,0.110036582147639,21,"t1p90_to_t1p95",1.9,1.95,344,50
"Igf1",0.602925170068026,0.181302749046374,0.0359539118370715,-0.00524073652966734,22,"t1p90_to_t1p95",1.9,1.95,344,50
"Igf2",0.593945578231292,0.180730920770269,0.0353820835609663,0.0148114929092237,23,"t1p90_to_t1p95",1.9,1.95,344,50
"C1qb",0.709319727891155,0.332683933015718,0.187335095806415,0.287087114724579,1,"t1p95_to_t2p00",1.95,2,344,50
"Col1a1",0.703061224489796,0.325579814706767,0.180230977497465,0.275539737089061,2,"t1p95_to_t2p00",1.95,2,344,50
"Spp1",0.707142857142856,0.321909189621269,0.176560352411967,0.19069999792402,3,"t1p95_to_t2p00",1.95,2,344,50
"C1qa",0.7056462585034,0.32100869713339,0.175659859924088,0.262243083183082,4,"t1p95_to_t2p00",1.95,2,344,50
"Sema3e",0.712789115646258,0.320970358164654,0.175621520955351,0.262247382645046,5,"t1p95_to_t2p00",1.95,2,344,50
"Nts",0.704149659863946,0.320063892529197,0.174715055319894,0.21349695476224,6,"t1p95_to_t2p00",1.95,2,344,50
"Fn1",0.69986394557823,0.318925358736827,0.173576521527524,0.271517994923839,7,"t1p95_to_t2p00",1.95,2,344,50
"Vcan",0.694829931972789,0.311832917066559,0.166484079857256,0.25758838487314,8,"t1p95_to_t2p00",1.95,2,344,50
"Clu",0.704353741496597,0.309975263383772,0.16462642617447,0.261582594050296,9,"t1p95_to_t2p00",1.95,2,344,50
"Ccn2",0.694897959183672,0.307705996794647,0.162357159585344,0.261158252574819,10,"t1p95_to_t2p00",1.95,2,344,50
"Pecam1",0.681632653061223,0.306737555769362,0.16138871856006,0.253212508825134,11,"t1p95_to_t2p00",1.95,2,344,50
"Apoe",0.70843537414966,0.301628664040499,0.156279826831197,0.178312418794867,12,"t1p95_to_t2p00",1.95,2,344,50
"Sema3d",0.706530612244898,0.301496247605985,0.156147410396682,0.241595137657493,13,"t1p95_to_t2p00",1.95,2,344,50
"C3",0.702993197278911,0.301419746262337,0.156070909053034,0.256083382059822,14,"t1p95_to_t2p00",1.95,2,344,50
"Dcn",0.700408163265304,0.295953695938886,0.150604858729584,0.245524271013354,15,"t1p95_to_t2p00",1.95,2,344,50
"Cdh4",0.65891156462585,0.295762552287637,0.150413715078334,0.227882739488225,16,"t1p95_to_t2p00",1.95,2,344,50
"Lcn2",0.713809523809524,0.292083948429366,0.146735111220063,0.0954535190910424,17,"t1p95_to_t2p00",1.95,2,344,50
"Ntng1",0.699523809523809,0.291396446563822,0.14604760935452,0.238529769855261,18,"t1p95_to_t2p00",1.95,2,344,50
"Sema3a",0.687346938775509,0.28798384715765,0.142635009948348,0.247384986523742,19,"t1p95_to_t2p00",1.95,2,344,50
"Lgals3bp",0.694149659863945,0.283216711617221,0.137867874407919,0.176451284860928,20,"t1p95_to_t2p00",1.95,2,344,50
"Igf2",0.680068027210884,0.281608132083802,0.1362592948745,0.106430487148064,21,"t1p95_to_t2p00",1.95,2,344,50
"Cd300c2",0.697891156462584,0.270649546272719,0.125300709063417,0.0807644870793546,22,"t1p95_to_t2p00",1.95,2,344,50
"Igf1",0.683673469387753,0.242498931836481,0.0971500946271787,0.107417633290917,23,"t1p95_to_t2p00",1.95,2,344,50
"Lgals3bp",0.52891156462585,0.200484208785948,0.0551353715766459,0.120462948530159,1,"t2p00_to_t2p05",2,2.05,344,50
"Cd300c2",0.543741496598639,0.163274894140179,0.017926056930877,-0.00203137830300723,2,"t2p00_to_t2p05",2,2.05,344,50
"Cdh4",0.531292517006802,0.152461378773111,0.00711254156380836,0.0202073738506174,3,"t2p00_to_t2p05",2,2.05,344,50
"Sema3a",0.50530612244898,0.150545274242146,0.00519643703284367,0.00944827013887346,4,"t2p00_to_t2p05",2,2.05,344,50
"Sema3d",0.528299319727891,0.150392198790979,0.00504336158167634,0.00379454786678319,5,"t2p00_to_t2p05",2,2.05,344,50
"Lcn2",0.494149659863946,0.149708175263953,0.00435933805465091,0.0334900363148711,6,"t2p00_to_t2p05",2,2.05,344,50
"Dcn",0.518163265306123,0.147967818199371,0.0026189809900688,0.000410584061331913,7,"t2p00_to_t2p05",2,2.05,344,50
"Fn1",0.504693877551021,0.147464179745755,0.00211534253645218,0.0045990176416507,8,"t2p00_to_t2p05",2,2.05,344,50
"Sema3e",0.510816326530611,0.147317962885711,0.00196912567640881,-0.00285819801356548,9,"t2p00_to_t2p05",2,2.05,344,50
"C1qa",0.510340136054422,0.14693852709706,0.00158968988775773,0.00541386233088844,10,"t2p00_to_t2p05",2,2.05,344,50
"Vcan",0.508299319727891,0.146813695071038,0.00146485786173522,0.00554700408793814,11,"t2p00_to_t2p05",2,2.05,344,50
"Nts",0.489115646258503,0.144032844754193,-0.00131599245510949,-0.0223897161473124,12,"t2p00_to_t2p05",2,2.05,344,50
"Col1a1",0.496258503401361,0.143803249137237,-0.00154558807206559,-0.0150866999602802,13,"t2p00_to_t2p05",2,2.05,344,50
"C3",0.501156462585034,0.143677513089727,-0.00167132411957488,-0.00576688018701563,14,"t2p00_to_t2p05",2,2.05,344,50
"Spp1",0.499727891156462,0.142258760424037,-0.00309007678526579,-0.0295366071772138,15,"t2p00_to_t2p05",2,2.05,344,50
"Ccn2",0.478911564625851,0.14083915226961,-0.00450968493969264,-0.0226578184998064,16,"t2p00_to_t2p05",2,2.05,344,50
"Pecam1",0.499863945578231,0.140042061771239,-0.00530677543806315,-0.0150960439829975,17,"t2p00_to_t2p05",2,2.05,344,50
"Ntng1",0.500476190476191,0.139732791205728,-0.0056160460035739,-0.0242024547664292,18,"t2p00_to_t2p05",2,2.05,344,50
"C1qb",0.486734693877551,0.13868125883879,-0.00666757837051224,-0.0183115565106358,19,"t2p00_to_t2p05",2,2.05,344,50
"Apoe",0.490272108843538,0.13827221053342,-0.00707662667588257,-0.0294798089615194,20,"t2p00_to_t2p05",2,2.05,344,50
"Clu",0.477210884353741,0.137202268878416,-0.00814656833088598,-0.0268629088984288,21,"t2p00_to_t2p05",2,2.05,344,50
"Igf2",0.470340136054422,0.130037309236637,-0.0153115279726655,-0.0310143102949773,22,"t2p00_to_t2p05",2,2.05,344,50
"Igf1",0.459115646258504,0.127553417040231,-0.0177954201690714,-0.0601609452371981,23,"t2p00_to_t2p05",2,2.05,344,50
"C1qa",0.670884353741495,0.252349085428059,0.107000248218757,0.176977784505929,1,"t2p05_to_t2p10",2.05,2.1,344,50
"C1qb",0.667755102040815,0.250310610359971,0.104961773150669,0.169418041420035,2,"t2p05_to_t2p10",2.05,2.1,344,50
"C3",0.665986394557821,0.250177568456738,0.104828731247435,0.171989158440731,3,"t2p05_to_t2p10",2.05,2.1,344,50
"Spp1",0.658027210884353,0.249158625899879,0.103809788690576,0.144287975193705,4,"t2p05_to_t2p10",2.05,2.1,344,50
"Apoe",0.666938775510203,0.24701604539368,0.101667208184378,0.114499647670485,5,"t2p05_to_t2p10",2.05,2.1,344,50
"Col1a1",0.658367346938775,0.24479139578879,0.0994425585794878,0.178083197536932,6,"t2p05_to_t2p10",2.05,2.1,344,50
"Lgals3bp",0.661020408163265,0.24447517657263,0.0991263393633276,0.121610430786846,7,"t2p05_to_t2p10",2.05,2.1,344,50
"Fn1",0.659931972789114,0.243027449537623,0.0976786123283208,0.17612436988546,8,"t2p05_to_t2p10",2.05,2.1,344,50
"Pecam1",0.66095238095238,0.242890543696153,0.0975417064868504,0.180480466031287,9,"t2p05_to_t2p10",2.05,2.1,344,50
"Clu",0.666326530612243,0.242613272197446,0.0972644349881437,0.17510712092335,10,"t2p05_to_t2p10",2.05,2.1,344,50
"Lcn2",0.674013605442175,0.241150115249662,0.0958012780403596,0.0562809497282136,11,"t2p05_to_t2p10",2.05,2.1,344,50
"Vcan",0.658027210884352,0.240524051676289,0.0951752144669867,0.171036259026562,12,"t2p05_to_t2p10",2.05,2.1,344,50
"Nts",0.653877551020408,0.240292960995171,0.0949441237858684,0.0496265075650784,13,"t2p05_to_t2p10",2.05,2.1,344,50
"Sema3d",0.658571428571428,0.236950548723458,0.0916017115141556,0.148585388858612,14,"t2p05_to_t2p10",2.05,2.1,344,50
"Ccn2",0.649047619047619,0.233880890520252,0.0885320533109496,0.160316719490134,15,"t2p05_to_t2p10",2.05,2.1,344,50
"Dcn",0.658639455782311,0.232799473516367,0.0874506363070643,0.148785407899673,16,"t2p05_to_t2p10",2.05,2.1,344,50
"Sema3e",0.657755102040816,0.23190643833752,0.0865576011282178,0.14513353705075,17,"t2p05_to_t2p10",2.05,2.1,344,50
"Cd300c2",0.665170068027209,0.230886907809439,0.0855380706001362,0.0490579275720987,18,"t2p05_to_t2p10",2.05,2.1,344,50
"Cdh4",0.643401360544217,0.225035376764048,0.0796865395547456,0.157128074265217,19,"t2p05_to_t2p10",2.05,2.1,344,50
"Ntng1",0.641360544217687,0.221692217842765,0.0763433806334627,0.12687840067841,20,"t2p05_to_t2p10",2.05,2.1,344,50
"Igf2",0.61829931972789,0.21966607921561,0.0743172420063077,0.0448224260597094,21,"t2p05_to_t2p10",2.05,2.1,344,50
"Sema3a",0.647755102040815,0.216276859313618,0.0709280221043155,0.152668638133785,22,"t2p05_to_t2p10",2.05,2.1,344,50
"Igf1",0.624285714285713,0.19710347906232,0.0517546418530175,0.0174738461371916,23,"t2p05_to_t2p10",2.05,2.1,344,50
"Spp1",0.678027210884353,0.26827453113355,0.122925693924248,0.156757048437013,1,"t2p10_to_t2p15",2.1,2.15,344,50
"Pecam1",0.674353741496597,0.267768836739713,0.12241999953041,0.20710804421704,2,"t2p10_to_t2p15",2.1,2.15,344,50
"Nts",0.687823129251701,0.266881191704281,0.121532354494979,0.0664949690454013,3,"t2p10_to_t2p15",2.1,2.15,344,50
"Col1a1",0.692244897959184,0.26491018527607,0.119561348066767,0.213835432745855,4,"t2p10_to_t2p15",2.1,2.15,344,50
"C1qa",0.690544217687074,0.262072369866223,0.116723532656921,0.197101551884622,5,"t2p10_to_t2p15",2.1,2.15,344,50
"Ntng1",0.691224489795918,0.261445053447648,0.116096216238346,0.18370223615218,6,"t2p10_to_t2p15",2.1,2.15,344,50
"C3",0.680748299319727,0.261340752650015,0.115991915440713,0.190040412536852,7,"t2p10_to_t2p15",2.1,2.15,344,50
"Apoe",0.687074829931973,0.261117427474006,0.115768590264703,0.130171295705119,8,"t2p10_to_t2p15",2.1,2.15,344,50
"Ccn2",0.684421768707482,0.260789213588371,0.115440376379069,0.205238522231568,9,"t2p10_to_t2p15",2.1,2.15,344,50
"Lcn2",0.693401360544217,0.259002986412533,0.113654149203231,0.0679514407427997,10,"t2p10_to_t2p15",2.1,2.15,344,50
"Dcn",0.689727891156461,0.257362814161793,0.112013976952491,0.187424485300345,11,"t2p10_to_t2p15",2.1,2.15,344,50
"Cd300c2",0.698435374149659,0.257193143122313,0.111844305913011,0.0653855815312825,12,"t2p10_to_t2p15",2.1,2.15,344,50
"Sema3d",0.678571428571428,0.2571845144782,0.111835677268898,0.176989188054005,13,"t2p10_to_t2p15",2.1,2.15,344,50
"Fn1",0.675918367346938,0.255259541409705,0.109910704200403,0.196473874675133,14,"t2p10_to_t2p15",2.1,2.15,344,50
"Vcan",0.678231292517006,0.253725789570738,0.108376952361436,0.195148367053147,15,"t2p10_to_t2p15",2.1,2.15,344,50
"C1qb",0.679999999999999,0.252266914294907,0.106918077085604,0.177305980305559,16,"t2p10_to_t2p15",2.1,2.15,344,50
"Clu",0.679591836734693,0.252060221905736,0.106711384696434,0.192261013436469,17,"t2p10_to_t2p15",2.1,2.15,344,50
"Sema3e",0.681360544217687,0.25039541837464,0.105046581165338,0.174903375994868,18,"t2p10_to_t2p15",2.1,2.15,344,50
"Lgals3bp",0.677142857142856,0.249249814609842,0.103900977400539,0.133095066628004,19,"t2p10_to_t2p15",2.1,2.15,344,50
"Cdh4",0.652789115646258,0.247479966818641,0.102131129609338,0.17958165479692,20,"t2p10_to_t2p15",2.1,2.15,344,50
"Igf1",0.682925170068026,0.242349662136766,0.097000824927464,0.108930862863426,21,"t2p10_to_t2p15",2.1,2.15,344,50
"Igf2",0.651700680272108,0.23796045299866,0.0926116157893579,0.0734066238654669,22,"t2p10_to_t2p15",2.1,2.15,344,50
"Sema3a",0.65986394557823,0.224064236584252,0.07871539937495,0.169126019759233,23,"t2p10_to_t2p15",2.1,2.15,344,50
"C1qb",0.656870748299319,0.260497019606893,0.11514818239759,0.193352648648478,1,"t2p15_to_t2p20",2.15,2.2,344,50
"Col1a1",0.655578231292516,0.247331167687211,0.101982330477909,0.180230942227524,2,"t2p15_to_t2p20",2.15,2.2,344,50
"C1qa",0.671292517006802,0.245598728831666,0.100249891622364,0.174538872523997,3,"t2p15_to_t2p20",2.15,2.2,344,50
"Pecam1",0.654965986394556,0.244190492911345,0.0988416557020426,0.179757395681971,4,"t2p15_to_t2p20",2.15,2.2,344,50
"Spp1",0.646666666666666,0.241551308782653,0.0962024715733505,0.1401055467925,5,"t2p15_to_t2p20",2.15,2.2,344,50
"C3",0.6621768707483,0.240890760275579,0.0955419230662762,0.166814393152364,6,"t2p15_to_t2p20",2.15,2.2,344,50
"Lcn2",0.664013605442177,0.238862811756224,0.0935139745469214,0.0569928048478445,7,"t2p15_to_t2p20",2.15,2.2,344,50
"Apoe",0.657959183673468,0.238607763400524,0.0932589261912216,0.108226592878017,8,"t2p15_to_t2p20",2.15,2.2,344,50
"Nts",0.651904761904761,0.23844312121606,0.0930942840067576,0.0502560555416508,9,"t2p15_to_t2p20",2.15,2.2,344,50
"Vcan",0.657142857142856,0.236085309984724,0.0907364727754214,0.171323282836979,10,"t2p15_to_t2p20",2.15,2.2,344,50
"Cd300c2",0.6656462585034,0.233523995990158,0.0881751587808558,0.0515332593280076,11,"t2p15_to_t2p20",2.15,2.2,344,50
"Dcn",0.655850340136053,0.231300141695707,0.0859513044864046,0.150123874976911,12,"t2p15_to_t2p20",2.15,2.2,344,50
"Sema3d",0.648571428571428,0.230783559981169,0.0854347227718669,0.142746020079665,13,"t2p15_to_t2p20",2.15,2.2,344,50
"Lgals3bp",0.655306122448979,0.230710664746856,0.0853618275375535,0.113479611881967,14,"t2p15_to_t2p20",2.15,2.2,344,50
"Fn1",0.650340136054421,0.228587793479554,0.0832389562702519,0.161190169670474,15,"t2p15_to_t2p20",2.15,2.2,344,50
"Clu",0.649659863945577,0.228392013507896,0.0830431762985932,0.15655716660536,16,"t2p15_to_t2p20",2.15,2.2,344,50
"Cdh4",0.640544217687074,0.2279962343564,0.0826473971470978,0.156645636116221,17,"t2p15_to_t2p20",2.15,2.2,344,50
"Ccn2",0.633469387755102,0.22798087448973,0.0826320372804275,0.151664306415622,18,"t2p15_to_t2p20",2.15,2.2,344,50
"Sema3e",0.65360544217687,0.226283975403503,0.0809351381942005,0.142057969560225,19,"t2p15_to_t2p20",2.15,2.2,344,50
"Ntng1",0.639931972789115,0.219986699243004,0.0746378620337017,0.126812490691077,20,"t2p15_to_t2p20",2.15,2.2,344,50
"Sema3a",0.644693877551019,0.215828539170295,0.0704797019609924,0.155084834972193,21,"t2p15_to_t2p20",2.15,2.2,344,50
"Igf2",0.612176870748299,0.207704574460471,0.0623557372511682,0.020139971749735,22,"t2p15_to_t2p20",2.15,2.2,344,50
"Igf1",0.619251700680271,0.191750942854805,0.0464021056455026,0.016477278179516,23,"t2p15_to_t2p20",2.15,2.2,344,50
"Col1a1",0.658843537414965,0.251501758537501,0.106152921328199,0.186256184424815,1,"t2p20_to_t2p25",2.2,2.25,344,50
"Apoe",0.664625850340135,0.250740284547729,0.105391447338426,0.11673574990888,2,"t2p20_to_t2p25",2.2,2.25,344,50
"C3",0.663129251700679,0.250388525334584,0.105039688125282,0.171688359414704,3,"t2p20_to_t2p25",2.2,2.25,344,50
"Nts",0.652857142857142,0.250245034207912,0.104896196998609,0.0541397045463839,4,"t2p20_to_t2p25",2.2,2.25,344,50
"Spp1",0.650748299319726,0.250204114238788,0.104855277029486,0.14398350791928,5,"t2p20_to_t2p25",2.2,2.25,344,50
"Pecam1",0.661768707482992,0.247970279997899,0.102621442788596,0.185251147341647,6,"t2p20_to_t2p25",2.2,2.25,344,50
"C1qa",0.664625850340134,0.247065853866569,0.101717016657267,0.172379825512881,7,"t2p20_to_t2p25",2.2,2.25,344,50
"C1qb",0.66299319727891,0.24641141638486,0.101062579175558,0.163536529728578,8,"t2p20_to_t2p25",2.2,2.25,344,50
"Clu",0.660408163265304,0.246033204891026,0.100684367681724,0.177052703700279,9,"t2p20_to_t2p25",2.2,2.25,344,50
"Vcan",0.656938775510202,0.244292446777261,0.0989436095679584,0.176818688565726,10,"t2p20_to_t2p25",2.2,2.25,344,50
"Fn1",0.655442176870747,0.243836256278959,0.098487419069657,0.175334839754027,11,"t2p20_to_t2p25",2.2,2.25,344,50
"Sema3d",0.655646258503401,0.243587495547635,0.0982386583383323,0.156104149490524,12,"t2p20_to_t2p25",2.2,2.25,344,50
"Igf2",0.635374149659862,0.242253433952195,0.096904596742893,0.0945910217420631,13,"t2p20_to_t2p25",2.2,2.25,344,50
"Ccn2",0.650408163265306,0.242090104329262,0.0967412671199595,0.171171667965761,14,"t2p20_to_t2p25",2.2,2.25,344,50
"Dcn",0.654489795918365,0.241941631620012,0.0965927944107098,0.158417073707251,15,"t2p20_to_t2p25",2.2,2.25,344,50
"Lcn2",0.670476190476189,0.241882120892994,0.0965332836836917,0.0560959647861962,16,"t2p20_to_t2p25",2.2,2.25,344,50
"Lgals3bp",0.64986394557823,0.236241581444768,0.0908927442354652,0.113013902430541,17,"t2p20_to_t2p25",2.2,2.25,344,50
"Cdh4",0.645510204081632,0.232874083372918,0.0875252461636158,0.163747327382929,18,"t2p20_to_t2p25",2.2,2.25,344,50
"Sema3e",0.653265306122448,0.230892325254883,0.0855434880455807,0.145099936121187,19,"t2p20_to_t2p25",2.2,2.25,344,50
"Cd300c2",0.656734693877549,0.225551138832778,0.0802023016234758,0.0450084498973729,20,"t2p20_to_t2p25",2.2,2.25,344,50
"Ntng1",0.643061224489795,0.225335853328769,0.0799870161194666,0.132504927522872,21,"t2p20_to_t2p25",2.2,2.25,344,50
"Sema3a",0.643741496598639,0.21561221945165,0.070263382242348,0.151154245435835,22,"t2p20_to_t2p25",2.2,2.25,344,50
"Igf1",0.635442176870747,0.212978688932819,0.0676298517235163,0.0615137271161444,23,"t2p20_to_t2p25",2.2,2.25,344,50
"C1qa",0.650884353741496,0.225921329136675,0.080572491927373,0.144081406767454,1,"t2p25_to_t2p30",2.25,2.3,344,50
"C3",0.640884353741497,0.222950702478409,0.0776018652691069,0.139654715615305,2,"t2p25_to_t2p30",2.25,2.3,344,50
"Nts",0.646530612244897,0.222421559367212,0.0770727221579098,0.0394564173405293,3,"t2p25_to_t2p30",2.25,2.3,344,50
"Lgals3bp",0.641768707482993,0.221021221450429,0.0756723842411265,0.0985860494800926,4,"t2p25_to_t2p30",2.25,2.3,344,50
"C1qb",0.640816326530611,0.220310294886793,0.0749614576774906,0.12900969874701,5,"t2p25_to_t2p30",2.25,2.3,344,50
"Apoe",0.640612244897959,0.218046066358788,0.0726972291494858,0.0857147272459584,6,"t2p25_to_t2p30",2.25,2.3,344,50
"Pecam1",0.628095238095237,0.21801363518343,0.0726647979741278,0.141905462746462,7,"t2p25_to_t2p30",2.25,2.3,344,50
"Lcn2",0.652993197278911,0.217313345005185,0.0719645077958822,0.0418758287962804,8,"t2p25_to_t2p30",2.25,2.3,344,50
"Col1a1",0.641972789115646,0.21710975002941,0.0717609128201077,0.140642110114271,9,"t2p25_to_t2p30",2.25,2.3,344,50
"Clu",0.645918367346938,0.217065119477197,0.0717162822678948,0.142820221975214,10,"t2p25_to_t2p30",2.25,2.3,344,50
"Spp1",0.630068027210884,0.216473502959926,0.0711246657506238,0.122642911389107,11,"t2p25_to_t2p30",2.25,2.3,344,50
"Fn1",0.63986394557823,0.212508540485036,0.0671597032757336,0.138469889031424,12,"t2p25_to_t2p30",2.25,2.3,344,50
"Vcan",0.636394557823129,0.211924961422838,0.0665761242135352,0.132979064397411,13,"t2p25_to_t2p30",2.25,2.3,344,50
"Dcn",0.641700680272108,0.211593190277407,0.0662443530681047,0.118987463115458,14,"t2p25_to_t2p30",2.25,2.3,344,50
"Cd300c2",0.648843537414966,0.2100253729394,0.0646765357300981,0.0382856408614266,15,"t2p25_to_t2p30",2.25,2.3,344,50
"Ccn2",0.631156462585033,0.20899325597503,0.0636444187657281,0.129190386795439,16,"t2p25_to_t2p30",2.25,2.3,344,50
"Sema3e",0.639659863945577,0.207996653996428,0.0626478167871259,0.110518010430851,17,"t2p25_to_t2p30",2.25,2.3,344,50
"Sema3d",0.629115646258503,0.207809274309506,0.0624604371002041,0.109120847462819,18,"t2p25_to_t2p30",2.25,2.3,344,50
"Cdh4",0.610340136054421,0.204123878170468,0.0587750409611653,0.121270341574536,19,"t2p25_to_t2p30",2.25,2.3,344,50
"Ntng1",0.633197278911564,0.204093472042249,0.0587446348329468,0.10412044533403,20,"t2p25_to_t2p30",2.25,2.3,344,50
"Sema3a",0.622789115646257,0.189511872826301,0.044163035616999,0.10922775634866,21,"t2p25_to_t2p30",2.25,2.3,344,50
"Igf1",0.616598639455781,0.189179910310315,0.0438310731010131,0.0135572603637247,22,"t2p25_to_t2p30",2.25,2.3,344,50
"Igf2",0.60204081632653,0.18223462909648,0.0368857918871777,0.015611217983031,23,"t2p25_to_t2p30",2.25,2.3,344,50
"C1qb",0.66829931972789,0.266727730741569,0.121378893532267,0.204130924918379,1,"t2p30_to_t2p35",2.3,2.35,344,50
"Col1a1",0.666326530612245,0.248492496194638,0.103143658985336,0.18735462615324,2,"t2p30_to_t2p35",2.3,2.35,344,50
"C1qa",0.667891156462584,0.247974241246539,0.102625404037236,0.174730615441698,3,"t2p30_to_t2p35",2.3,2.35,344,50
"Pecam1",0.654013605442175,0.239898260887978,0.0945494236786761,0.175801913974126,4,"t2p30_to_t2p35",2.3,2.35,344,50
"Vcan",0.656938775510204,0.238469403013503,0.0931205658042006,0.17445534156452,5,"t2p30_to_t2p35",2.3,2.35,344,50
"C3",0.658503401360544,0.237690974413524,0.092342137204222,0.162611321234399,6,"t2p30_to_t2p35",2.3,2.35,344,50
"Lcn2",0.674149659863945,0.237592164417518,0.0922433272082153,0.0580165491940129,7,"t2p30_to_t2p35",2.3,2.35,344,50
"Apoe",0.660340136054421,0.237495143250723,0.0921463060414204,0.108986638756173,8,"t2p30_to_t2p35",2.3,2.35,344,50
"Lgals3bp",0.660680272108843,0.236702916862109,0.0913540796528067,0.119074781630752,9,"t2p30_to_t2p35",2.3,2.35,344,50
"Cd300c2",0.67360544217687,0.236539627347419,0.0911907901381163,0.0542261402647296,10,"t2p30_to_t2p35",2.3,2.35,344,50
"Spp1",0.650952380952379,0.236257000645455,0.0909081634361523,0.13818196231248,11,"t2p30_to_t2p35",2.3,2.35,344,50
"Nts",0.654489795918366,0.236212958167706,0.0908641209584042,0.0500710814621423,12,"t2p30_to_t2p35",2.3,2.35,344,50
"Sema3e",0.665782312925171,0.234551626206887,0.0892027889975849,0.154148731397529,13,"t2p30_to_t2p35",2.3,2.35,344,50
"Sema3d",0.655034013605442,0.234001020046808,0.0886521828375059,0.148992666056771,14,"t2p30_to_t2p35",2.3,2.35,344,50
"Fn1",0.656938775510203,0.233977172463752,0.08862833525445,0.170079450399555,15,"t2p30_to_t2p35",2.3,2.35,344,50
"Clu",0.663265306122448,0.233969674735608,0.0886208375263053,0.16929630037779,16,"t2p30_to_t2p35",2.3,2.35,344,50
"Dcn",0.663673469387754,0.231541201622774,0.0861923644134721,0.15486900652249,17,"t2p30_to_t2p35",2.3,2.35,344,50
"Cdh4",0.640544217687074,0.227870754898112,0.0825219176888101,0.158177134110568,18,"t2p30_to_t2p35",2.3,2.35,344,50
"Ntng1",0.660340136054421,0.226551747717139,0.0812029105078363,0.139936766887271,19,"t2p30_to_t2p35",2.3,2.35,344,50
"Ccn2",0.632380952380952,0.218956862088647,0.0736080248793451,0.145671852528579,20,"t2p30_to_t2p35",2.3,2.35,344,50
"Sema3a",0.639931972789115,0.214096621356648,0.0687477841473458,0.152462635741844,21,"t2p30_to_t2p35",2.3,2.35,344,50
"Igf2",0.616666666666666,0.209192994204092,0.0638441569947899,0.0207697629896903,22,"t2p30_to_t2p35",2.3,2.35,344,50
"Igf1",0.634489795918366,0.201974581773074,0.0566257445637713,0.0356724799912022,23,"t2p30_to_t2p35",2.3,2.35,344,50
"Clu",0.604489795918366,0.198996850406386,0.0536480131970841,0.105579353516916,1,"t2p35_to_t2p40",2.35,2.4,344,50
"C1qa",0.596870748299319,0.197448268078466,0.0520994308691635,0.0933922600031496,2,"t2p35_to_t2p40",2.35,2.4,344,50
"C3",0.591224489795918,0.196240949466782,0.0508921122574794,0.0918469515727549,3,"t2p35_to_t2p40",2.35,2.4,344,50
"Col1a1",0.589931972789115,0.196144717353086,0.0507958801437841,0.094932586466751,4,"t2p35_to_t2p40",2.35,2.4,344,50
"Nts",0.58687074829932,0.195662514503679,0.0503136772943762,0.0190182087203999,5,"t2p35_to_t2p40",2.35,2.4,344,50
"Lgals3bp",0.589047619047618,0.195336160330181,0.0499873231208789,0.0587704944190893,6,"t2p35_to_t2p40",2.35,2.4,344,50
"Fn1",0.59469387755102,0.194250981031956,0.0489021438226538,0.0981459289507422,7,"t2p35_to_t2p40",2.35,2.4,344,50
"Apoe",0.58578231292517,0.193774571699698,0.0484257344903959,0.0519351466857878,8,"t2p35_to_t2p40",2.35,2.4,344,50
"Pecam1",0.583333333333333,0.19310445652636,0.0477556193170578,0.096517992215817,9,"t2p35_to_t2p40",2.35,2.4,344,50
"Vcan",0.58891156462585,0.192899297545201,0.0475504603358983,0.0924177259425683,10,"t2p35_to_t2p40",2.35,2.4,344,50
"C1qb",0.58517006802721,0.191032142267941,0.0456833050586382,0.0770868936557755,11,"t2p35_to_t2p40",2.35,2.4,344,50
"Sema3d",0.584965986394558,0.190985534465575,0.0456366972562731,0.075571296187783,12,"t2p35_to_t2p40",2.35,2.4,344,50
"Sema3e",0.59421768707483,0.190332860513511,0.0449840233042083,0.0750256971191875,13,"t2p35_to_t2p40",2.35,2.4,344,50
"Dcn",0.59312925170068,0.190022264581569,0.0446734273722663,0.080280326415548,14,"t2p35_to_t2p40",2.35,2.4,344,50
"Cdh4",0.573673469387755,0.188194228399753,0.042845391190451,0.0873154363726306,15,"t2p35_to_t2p40",2.35,2.4,344,50
