pair,time_0.0,time_0.5,time_1.0,time_1.5,time_2.0,time_2.5,time_3.0,time_3.5,time_4.0
COL4A1_ITGA3_ITGB1,0.12987337847614525,0.1371206175298593,0.0,0.21376724107011025,0.1397339048760147,0.6332440142319588,0.27109412715339654,1.0,0.3381065284066397
COL4A1_ITGA9_ITGB1,0.12082099035569219,0.18398438908138187,0.0,0.3491246909584658,0.23775876865959075,1.0,0.24643547346440925,0.8341128244164311,0.16557708141849095
COL4A1_SDC4,0.29014864927467765,0.11781274544081936,0.0,0.2533386618444433,0.2695302654535671,0.8234619002912438,0.3200957545935168,1.0,0.22869232175606977
COL4A2_CD44,0.0,0.1562779788191073,0.21972140968502515,0.37141250933097464,0.22038699660759092,0.5284439877041088,0.02637522794273749,0.7167552583373614,1.0
COL4A2_ITGA10_ITGB1,0.01941247457057257,0.2140733691970437,0.3878292001905887,0.3933590948001893,0.0,0.733638188189906,0.23736647472902483,1.0,0.489830537624616
COL4A2_ITGA1_ITGB1,0.22644207600470448,0.1348653126321794,0.02376969710551355,0.3828385394773785,0.4481928869691496,1.0,0.40291655442419255,0.7734128942107867,0.0
COL4A2_ITGA3_ITGB1,0.04363828227258409,0.05456178056180996,0.0,0.18456350484008915,0.03378105623517012,0.4770250700487178,0.24052366367926745,1.0,0.4819706881812896
COL4A2_ITGA9_ITGB1,0.0,0.08353947994394474,0.0734942747186306,0.41168931712353124,0.1344389512344788,0.9881497016998708,0.2603498521772665,1.0,0.24876436334223834
COL4A2_SDC4,0.19850659645582125,0.008857492442935168,0.0,0.20848213680639044,0.06702559983793246,0.6410630978684574,0.3458643471359227,1.0,0.2783242265468362
COL6A1_CD44,0.0,0.13094498498683424,0.2158458162138489,0.2870161831277959,0.27263832293092194,0.6121421413104017,0.1034107039691518,1.0,0.5878848485644188
COL6A1_ITGA10_ITGB1,0.0,0.10927712052793123,0.23641990703467247,0.2065437306486206,0.023132829483174678,0.6165610234061417,0.23337885728909577,1.0,0.33405278468033106
COL6A1_ITGA1_ITGB1,0.04055939836574201,0.07898391950273877,0.02840499452103934,0.2206447425050096,0.5084484730899239,1.0,0.5013454785024215,0.9746673921592495,0.0
COL6A1_ITGA3_ITGB1,0.0,0.06338245213476783,0.06013008697578994,0.12189795522636293,0.1162483355701162,0.42955656120635455,0.2721307836796425,1.0,0.29061389202200305
COL6A1_ITGA9_ITGB1,0.0,0.10415362859574698,0.13859707336318763,0.23451839837662647,0.22516232545980164,0.8037895762806683,0.30130378773096567,1.0,0.20999123117280608
COL6A1_SDC4,0.0,0.02644932304612403,0.049691232629478305,0.11574216588361423,0.159616302068257,0.5335643523668455,0.3398604461652572,1.0,0.1915768244421998
COL6A2_CD44,0.0,0.07936616565053746,0.10432545688979931,0.2546088105313894,0.3694322750705505,0.8884890102908581,0.12098605821884241,1.0,0.45174202034532374
COL6A2_ITGA10_ITGB1,0.0,0.07293849689542509,0.06205107812914856,0.18772342507017528,0.023565742782966706,0.8959354178916645,0.21092268716642892,1.0,0.2239952844340222
COL6A2_ITGA1_ITGB1,0.08606313977080997,0.06398727914395339,0.006208912849029482,0.1668347811148042,0.5084860485972318,1.0,0.4743927565963282,0.6561353816521647,0.0
COL6A2_ITGA3_ITGB1,0.021686101399615142,0.033177677590906715,0.0,0.10725732363807643,0.16766584034633475,0.6460043078018949,0.33604583583357184,1.0,0.1886469785308022
COL6A2_ITGA9_ITGB1,0.02863564410696882,0.04872333497154641,0.0,0.18104937439587096,0.279860250218502,1.0,0.2993022444607075,0.8223579896267142,0.08849035107316555
COL6A2_SDC4,0.09631089664918148,0.022197817954655325,0.0,0.12934635593021596,0.25396306554283815,0.8303244983501235,0.393453154438833,1.0,0.12884779666239007
COL6A3_CD44,0.0,0.16187123841055512,0.23777069161357353,0.4633417672673455,0.46759595735819404,0.9941706959278175,0.11490422697102773,1.0,0.4555195305634406
COL6A3_ITGA10_ITGB1,0.0,0.14447824310955817,0.17588053559689779,0.33735085249109986,0.008148867551600346,0.9897245350183491,0.1956708174782691,1.0,0.10481331552687723
COL6A3_ITGA1_ITGB1,0.13301307753564276,0.12733050178555833,0.07146456062407491,0.30536302022460615,0.5317981820397892,1.0,0.4663536452694465,0.5887021284265135,0.0
